filename, Unlabeled, a, b, c, capital, d, e, f, g, h, i, j, k, l, m, n, o, p, period, q, question mark, r, s, t, u, v, w, x, y, z
Screen-Shot-2023-07-16-at-12-00-18-AM_png_jpg.rf.020c1ac415c4253aa5438ccb39706329.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
Screen-Shot-2023-07-17-at-12-01-26-AM_png_jpg.rf.02255e54a85cd35159867b4f89c69d6c.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-16-at-12-03-54-AM_png_jpg.rf.01464034e746838f5d5fde33eb84738d.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Screen-Shot-2023-07-15-at-11-03-54-PM_png_jpg.rf.00a898d96fb7016ad3f19f0cd6103b18.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-15-at-11-20-22-PM-copy_png_jpg.rf.022eb0bbc18843289cc8eccfdc3cab4e.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-16-at-12-10-32-AM_png_jpg.rf.024bae11669630e6ffc730dcb1c64225.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-15-at-11-23-10-PM-copy_png_jpg.rf.013a2597cc88acf7ee4892cceed63178.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-17-at-12-07-58-AM_png_jpg.rf.01f3db460caf2d62dae5e207174f8552.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-15-at-11-14-48-PM-copy_png_jpg.rf.0237e15aad9568edc9e6c83b44ac7a72.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-11-at-12-30-24-PM_png_jpg.rf.01110d2b5f3ffcd63b4940973b825b07.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-16-at-12-09-52-AM_png_jpg.rf.0246d2acb36511ab0a057935033d0b16.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-16-at-11-42-48-PM_png_jpg.rf.02a49fd067b7f812f4afb4c9b646dba5.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-15-at-11-58-37-PM_png_jpg.rf.02938e34a66b8c35f89304b2e8a58e7d.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
Screen-Shot-2023-07-15-at-10-47-56-PM_png_jpg.rf.00ae3c3ccba4d4861a4749a2259564ef.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-15-at-11-36-25-PM_png_jpg.rf.026d1c5222ed7f222fadd79a585d39c5.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
v1-JPG1rot_jpg.rf.02394573a163a264ece328c56604fbb6.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Screen-Shot-2023-07-15-at-11-43-50-PM-copy_png_jpg.rf.01474f3456d656626dacebcb41600438.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
x1-JPG10rot_jpg.rf.0124ec4c08ff1cf66a946fef4e25a4a1.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
Screen-Shot-2023-07-15-at-11-10-37-PM_png_jpg.rf.02d07c51cb30615cf6a0baa166ae88d8.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-17-at-12-12-46-AM_png_jpg.rf.031478dca3b123d7259f1b03562b67c7.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-15-at-11-09-30-PM-copy_png_jpg.rf.02d3bfd191ca55fbfea1591f4ded5d0a.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-17-at-12-03-03-AM_png_jpg.rf.02cf52dbeba77dffbe1f1d352a7c79b7.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-15-at-11-01-44-PM_png.rf.02ef4cbbe8acf062d31f03b2b8325b28.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-15-at-11-13-23-PM_png_jpg.rf.018f692caf68bdfe257e3055a13e6746.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-16-at-12-01-11-AM_png_jpg.rf.03200fe5b5737cbd5bf9ddce8dadb1c7.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
r1-JPG8rot_jpg.rf.02fd12dfd45f5175b976cbc6154c6c28.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-15-at-11-55-44-PM_png_jpg.rf.0361ee061d34643bc448409a4f48668b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
x1-JPG4rot_jpg.rf.02ad011fce64bea0014fff3f1998def8.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
Screen-Shot-2023-07-17-at-12-12-43-AM_png_jpg.rf.027580e4e6c25ce5130ebc330a1be507.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
j1-JPG17rot_jpg.rf.02f04bbd35916d81080e0965cb13f59c.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
a1-JPG13rot_jpg.rf.02f0f9ff61b7760edec9f4c8cba0de5e.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-15-at-11-59-21-PM_png_jpg.rf.02f5ffb273a6a787fd750baacd90b462.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
v1-JPG16rot_jpg.rf.040c482318bbc5e78ddfa9693dd839a4.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
z1-JPG19whs_jpg.rf.0388143c9ac8c4d7b436fdd78ec8d32a.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
Screen-Shot-2023-07-17-at-12-11-33-AM_png_jpg.rf.02e34b8c009a2a1e83b168615adb4ef1.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-11-at-12-28-23-PM_png_jpg.rf.03b0169a513eda39f796d69c1d5eccc5.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-17-at-12-12-16-AM_png_jpg.rf.03c5903f9775e69476fb208aedbcaccf.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-17-at-12-02-38-AM_png.rf.02c6f08d6dd6c9a15a5c3427ddfb28c2.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-17-at-12-14-51-AM_png_jpg.rf.0251b4bc713a62499d0b81dac638fdde.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Screen-Shot-2023-07-17-at-12-05-55-AM_png_jpg.rf.036f6c2306bb30ca01378f82914e7316.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
j1-JPG10rot_jpg.rf.03e0b7ab1d18d27898656ccba34fa011.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-15-at-10-59-56-PM_png_jpg.rf.03b6bcab9559ce88229b372f56dc2e1c.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-15-at-10-53-35-PM_png.rf.045462c7915251bf7d84d69e8b925284.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-16-at-12-01-32-AM_png_jpg.rf.03e20312f96d835a163f49e08bab9111.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
Screen-Shot-2023-07-17-at-12-07-58-AM_png_jpg.rf.035f134c552de756d5c29438165df6eb.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-16-at-11-50-27-PM_png_jpg.rf.04372874deecbd1c4d915db9ee766e5b.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
z1-JPG14rot_jpg.rf.04006aa3cdb463b5932c5c0f561585a3.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
a1-JPG2dim_jpg.rf.0484e1c4468bf3073104d84a4860a8f0.jpg, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-15-at-11-13-29-PM_png_jpg.rf.04f2678987d62bb0b92802d45f244e4a.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-15-at-11-55-50-PM_png_jpg.rf.053522aed45097021bea300561cf01c8.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
n1-JPG16whs_jpg.rf.049df09219321f75f83d3f553ac7433b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-15-at-11-23-41-PM_png_jpg.rf.04919cabf1f9b138b81c62641d8bd88d.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
x1-JPG12rot_jpg.rf.04f83b58b36aec0469a83a95de6cc6c6.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
r1-JPG4dim_jpg.rf.04c221395bc090347ef5f113757aa3bb.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-17-at-12-02-08-AM_png_jpg.rf.051ea0d63c4dc1a60384729d860f4c53.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-17-at-12-18-02-AM_png_jpg.rf.0518a34f5a64b7a800897051ae6270dc.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
Screen-Shot-2023-07-15-at-11-19-44-PM_png_jpg.rf.04c2122622bf5482d9ed957d70f766a3.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-16-at-12-07-43-AM_png_jpg.rf.0516f5f8fe4a5ffb77297f2419a2be92.jpg, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-17-at-12-22-30-AM_png_jpg.rf.041ec0fac9c18512aedd993208a21e26.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-17-at-12-08-27-AM_png_jpg.rf.05583a819805fa3851d5d474c3d41808.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-15-at-10-48-38-PM-copy-2_png_jpg.rf.05b2512d4287284a9fad55a35003e258.jpg, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
z1-JPG4whs_jpg.rf.04635acbcd312bc099ca60a66b39a460.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
d1-JPG5rot_jpg.rf.0592f9c8553ab40e62a0cc93ca6d698f.jpg, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-16-at-12-08-18-AM_png_jpg.rf.06016d7b71c05d358579aeefbf874322.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
o1-JPG9rot_jpg.rf.05e8eace962adb4ba295e9861bd00760.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-16-at-11-50-52-PM_png_jpg.rf.05b8e46441be9f83e0056d1f581b7fdb.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
i1-JPG3dim_jpg.rf.0454ae91e5e32930cfaf29f0805c5a19.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-17-at-12-16-05-AM_png_jpg.rf.055ba5e25221406405242242eacd9b4b.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Screen-Shot-2023-07-16-at-11-48-02-PM_png_jpg.rf.05fed62a4ac083b4b338a633c8fbb4b2.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
b1-JPG2dim_jpg.rf.065aa2004b80060cbc449bad1b172770.jpg, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-15-at-11-04-40-PM_png.rf.05b9cf1d201cfd5d2af7a1b9f4103b56.jpg, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
l1-JPG4dim_jpg.rf.068ebeaf6d37e21d4a4d0e788e3914b7.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Screen-Shot-2023-07-16-at-11-50-36-PM_png.rf.05be5701557fffb4357730c26ac1fc3a.jpg, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
z1-JPG1rot_jpg.rf.060df31f82b623edcb9bc2eb3fc96b75.jpg, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
f1-JPG13dim_jpg.rf.0627c04d226a9cacb0ffa2bf097d81ea.jpg, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
